timestamp,p_in_sp,q_in_sp,q_in_up,q_in_dn,q_in_63,q_in_90,p_actual_hv,q_actual_hv
2.951,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.038
3.053,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.038
3.163,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.04
3.27,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.041
3.374,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.044
3.475,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.045
3.576,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.046
3.679,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.047
3.784,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.048
3.889,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.05
3.99,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.051
4.109,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.052
4.211,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.053
4.316,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.054
4.424,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.055
4.534,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.057
4.639,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.058
4.745,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.059
4.85,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.061
4.952,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.061
5.057,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.063
5.163,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.064
5.264,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.065
5.365,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.067
5.471,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.068
5.572,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.068
5.684,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.069
5.793,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.071
5.906,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.071
6.027,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.072
6.13,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.073
6.237,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.074
6.339,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.074
6.446,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.076
6.557,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.077
6.661,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.078
6.766,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.08
6.867,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.081
6.971,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.081
7.075,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.084
7.179,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.084
7.284,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.086
7.39,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.086
7.501,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.087
7.607,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.088
7.715,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.089
7.82,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.09
7.931,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.091
8.035,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.091
8.14,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.093
8.244,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.093
8.354,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.094
8.457,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.096
8.562,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.096
8.676,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.096
8.781,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.098
8.889,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.1
8.996,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.1
9.099,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.102
9.207,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.102
9.31,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.103
9.417,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.104
9.524,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.105
9.631,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.106
9.735,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.106
9.84,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.107
9.942,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.108
10.067,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.109
10.178,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.11
10.284,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.111
10.394,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.112
10.501,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.112
10.608,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.114
10.719,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.114
10.822,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.114
10.924,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.116
11.025,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.117
11.127,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.117
11.228,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.118
11.333,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.119
11.437,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.12
11.54,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.121
11.664,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.122
11.766,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.123
11.872,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.124
11.977,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.124
12.078,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.125
12.185,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.126
12.294,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.126
12.406,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.127
12.507,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.129
12.616,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.129
12.719,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.129
12.822,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.13
12.922,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.13
13.037,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.132
13.15,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.132
13.257,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.133
13.361,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.134
13.468,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.135
13.574,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.136
13.678,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.136
13.783,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.137
13.886,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.138
13.992,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.139
14.112,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.139
14.226,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.14
14.328,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.141
14.435,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.141
14.545,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.142
14.65,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.143
14.753,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.143
14.858,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.144
14.971,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.145
15.077,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.145
15.183,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.146
15.285,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.147
15.39,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.147
15.498,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.148
15.601,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.148
15.711,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.149
15.818,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.149
15.922,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.149
16.024,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.151
16.136,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.151
16.264,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.151
16.374,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.154
16.483,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.154
16.592,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.155
16.706,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.155
16.807,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.156
16.908,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.156
17.016,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.157
17.127,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.157
17.234,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.158
17.343,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.158
17.454,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.159
17.557,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.159
17.662,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.16
17.766,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.16
17.868,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.161
17.977,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.161
18.084,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.162
18.195,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.162
18.301,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.163
18.415,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.163
18.521,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.164
18.627,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.165
18.733,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.165
18.85,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.166
18.954,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.167
19.065,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.167
19.172,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.168
19.276,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.168
19.389,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.169
19.497,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.17
19.602,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.17
19.711,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.17
19.819,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.171
19.928,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.171
20.032,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.172
20.138,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.172
20.24,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.173
20.345,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.173
20.446,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.173
20.555,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.174
20.663,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.175
20.765,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.175
20.873,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.175
20.981,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.176
21.082,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.176
21.184,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.177
21.292,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.177
21.398,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.177
21.5,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.178
21.601,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.178
21.701,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.179
21.804,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.179
21.906,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.18
22.008,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.18
22.111,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.181
22.214,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.181
22.315,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.181
22.419,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.182
22.529,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.182
22.638,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.183
22.747,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.183
22.854,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.183
22.955,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.184
23.056,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.184
23.157,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.184
23.262,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.185
23.364,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.185
23.472,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.186
23.576,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.187
23.687,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.187
23.794,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.187
23.895,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.188
24.009,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.188
24.122,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.188
24.225,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.189
24.326,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.189
24.429,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.189
24.53,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.19
24.633,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.19
24.737,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.19
24.848,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.191
24.954,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.191
25.055,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.192
25.159,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.192
25.265,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.192
25.367,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.193
25.471,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.193
25.573,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.194
25.679,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.194
25.782,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.194
25.889,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.194
25.99,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.195
26.099,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.195
26.203,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.195
26.306,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.195
26.407,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.195
26.507,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.196
26.611,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.197
26.718,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.197
26.821,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.197
26.923,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.198
27.031,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.198
27.135,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.198
27.243,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.199
27.354,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.199
27.46,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.199
27.568,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.2
27.673,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.2
27.784,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.2
27.895,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.2
27.997,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.201
28.11,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.201
28.219,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.202
28.325,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.202
28.426,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.202
28.53,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.203
28.632,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.203
28.734,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.203
28.841,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.203
28.95,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.203
29.058,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.204
29.162,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.204
29.269,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.204
29.372,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.205
29.479,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.205
29.591,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.205
29.695,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.205
29.797,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.205
29.902,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.206
30.004,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.206
30.117,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.206
30.222,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.206
30.333,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.207
30.436,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.207
30.542,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.207
30.649,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.207
30.756,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.208
30.865,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.208
30.973,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.208
31.079,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.209
31.18,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.209
31.283,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.209
31.387,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.209
31.491,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.21
31.592,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.21
31.695,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.21
31.801,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.211
31.905,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.211
32.01,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.211
32.119,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.211
32.223,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.211
32.329,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.212
32.436,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.212
32.544,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.212
32.645,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.212
32.749,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.213
32.858,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.213
32.963,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.213
33.064,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.213
33.172,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.214
33.274,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.214
33.377,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.214
33.478,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.214
33.578,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.215
33.679,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.215
33.78,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.215
33.882,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.215
33.983,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.215
34.088,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.215
34.197,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.215
34.3,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.216
34.402,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.216
34.508,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.216
34.611,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.216
34.722,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.216
34.842,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.217
