timestamp,p_in_sp,q_in_sp,q_in_up,q_in_dn,q_in_63,p_actual_hv,q_actual_hv
46.811,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
46.913,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
47.021,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
47.124,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
47.224,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
47.326,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
47.436,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
47.541,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
47.65,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
47.756,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
47.859,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
47.984,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
48.102,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
48.209,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
48.32,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
48.426,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
48.529,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
48.634,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
48.737,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
48.855,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
48.969,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
49.078,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
49.188,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
49.298,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
49.4,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
49.514,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
49.619,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
49.725,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
49.834,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
49.949,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
50.051,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
50.154,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
50.26,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
50.372,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
50.475,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
50.583,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
50.689,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
50.79,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
50.895,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
51.001,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
51.115,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
51.221,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
51.322,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
51.428,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
51.531,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
51.638,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
51.739,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
51.841,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
51.949,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
52.05,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
52.153,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
52.259,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
52.363,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
52.464,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
52.575,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
52.683,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
52.783,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
52.885,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
52.986,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
53.089,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
53.196,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
53.309,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
53.416,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
53.519,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
53.63,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
53.734,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
53.836,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
53.938,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
54.04,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
54.158,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
54.263,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
54.368,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
54.472,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
54.577,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
54.68,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
54.789,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
54.895,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
55.01,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
55.124,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
55.231,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
55.336,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
55.441,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
55.554,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
55.667,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
55.771,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
55.876,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
55.99,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
56.091,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
56.2,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
56.305,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
56.408,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
56.511,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
56.612,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
56.717,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
56.84,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
56.953,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
57.057,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
57.167,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
57.283,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
57.39,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
57.502,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
57.609,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
57.719,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
57.822,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
57.925,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
58.026,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
58.129,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
58.235,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
58.336,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
58.446,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
58.547,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
58.683,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
58.796,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
58.899,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
59.002,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
59.114,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
59.217,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
59.326,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
59.43,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
59.532,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
59.635,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
59.744,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
59.849,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
59.961,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
60.071,0.75,-0.247,-0.25,-0.243,-0.219,0.75,-0.247
60.172,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.247
60.288,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.247
60.392,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.247
60.498,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.247
60.607,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.238
60.711,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.229
60.821,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.224
60.923,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.2
61.024,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.187
61.132,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.175
61.239,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.16
61.344,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.153
61.46,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.153
61.568,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.123
61.67,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.113
61.774,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.091
61.884,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.093
61.987,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.069
62.097,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.07
62.206,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.064
62.312,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.056
62.415,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.052
62.516,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.04
62.617,0.75,0.0,0.012,-0.012,-0.091,0.749,-0.036
62.719,0.75,0.0,0.012,-0.012,-0.091,0.749,-0.03
62.823,0.75,0.0,0.012,-0.012,-0.091,0.749,-0.03
62.924,0.75,0.0,0.012,-0.012,-0.091,0.749,-0.021
63.036,0.75,0.0,0.012,-0.012,-0.091,0.749,-0.019
63.142,0.75,0.0,0.012,-0.012,-0.091,0.749,-0.017
63.249,0.75,0.0,0.012,-0.012,-0.091,0.749,-0.014
63.359,0.75,0.0,0.012,-0.012,-0.091,0.749,-0.011
63.468,0.75,0.0,0.012,-0.012,-0.091,0.749,-0.011
63.579,0.75,0.0,0.012,-0.012,-0.091,0.749,-0.01
63.693,0.75,0.0,0.012,-0.012,-0.091,0.749,-0.008
63.796,0.75,0.0,0.012,-0.012,-0.091,0.749,-0.008
63.903,0.75,0.0,0.012,-0.012,-0.091,0.749,-0.007
64.009,0.75,0.0,0.012,-0.012,-0.091,0.749,-0.006
64.115,0.75,0.0,0.012,-0.012,-0.091,0.749,-0.005
64.219,0.75,0.0,0.012,-0.012,-0.091,0.749,-0.005
64.334,0.75,0.0,0.012,-0.012,-0.091,0.749,-0.004
64.435,0.75,0.0,0.012,-0.012,-0.091,0.749,-0.004
64.548,0.75,0.0,0.012,-0.012,-0.091,0.749,-0.003
64.652,0.75,0.0,0.012,-0.012,-0.091,0.749,-0.003
64.753,0.75,0.0,0.012,-0.012,-0.091,0.749,-0.003
64.856,0.75,0.0,0.012,-0.012,-0.091,0.749,-0.003
64.966,0.75,0.0,0.012,-0.012,-0.091,0.749,-0.002
65.07,0.75,0.0,0.012,-0.012,-0.091,0.749,-0.002
65.174,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.002
65.281,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.002
65.386,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.002
65.493,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.001
65.596,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.001
65.696,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.001
65.798,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.001
65.904,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.001
66.006,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.001
66.107,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.001
66.214,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.001
66.314,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.001
66.421,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.001
66.523,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.001
66.632,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
66.734,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
66.845,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
66.957,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
67.058,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
67.167,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
67.27,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
67.376,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
67.482,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
67.587,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
67.691,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
67.797,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
67.904,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
68.019,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
68.128,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
68.231,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
68.333,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
68.456,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
68.562,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
68.662,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
68.764,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
68.867,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
68.968,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
69.082,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
69.187,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
69.288,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
69.391,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
69.497,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
69.606,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
69.706,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
69.813,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
69.917,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
70.018,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
70.119,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
70.231,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
70.343,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
70.443,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
70.544,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
70.644,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
70.745,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
70.846,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
70.947,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
71.05,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
71.164,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
71.273,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
71.376,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
71.477,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
71.585,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
71.693,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
71.796,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
71.902,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
72.016,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
72.132,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
72.235,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
72.343,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
72.452,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
72.561,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
72.666,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
72.768,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
72.87,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
72.971,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
73.072,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
73.175,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
73.278,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
73.385,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
73.488,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
73.593,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
73.694,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
73.8,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
73.905,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
74.013,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
74.117,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
74.223,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
74.328,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
74.435,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
74.547,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
74.652,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
74.755,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
74.865,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
74.971,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
75.074,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
75.176,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
75.286,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
75.396,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
75.509,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
75.614,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
75.719,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
75.827,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
75.937,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
76.04,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
76.143,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
76.246,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
76.356,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
76.461,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
76.561,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
76.668,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
76.769,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
76.874,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
76.982,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
77.086,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
77.19,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
77.3,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
77.41,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
77.515,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
77.626,0.75,0.0,0.012,-0.012,-0.091,0.75,0.0
77.732,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
77.838,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
77.95,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
78.059,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
78.16,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
78.271,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
78.382,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
78.482,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
78.592,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
78.695,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
78.795,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
78.898,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
79.004,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
79.117,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
79.221,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
79.331,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
79.432,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
79.537,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
79.64,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
79.743,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
79.845,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
79.949,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
80.05,0.75,0.0,0.012,-0.012,-0.091,0.75,-0.0
80.151,0.75,0.171,0.179,0.162,0.108,0.75,-0.0
80.253,0.75,0.171,0.179,0.162,0.108,0.75,-0.0
80.354,0.75,0.171,0.179,0.162,0.108,0.75,-0.0
80.455,0.75,0.171,0.179,0.162,0.108,0.75,-0.0
80.561,0.75,0.171,0.179,0.162,0.108,0.75,0.003
80.667,0.75,0.171,0.179,0.162,0.108,0.75,0.007
80.782,0.75,0.171,0.179,0.162,0.108,0.75,0.017
80.885,0.75,0.171,0.179,0.162,0.108,0.75,0.024
80.986,0.75,0.171,0.179,0.162,0.108,0.75,0.028
81.092,0.75,0.171,0.179,0.162,0.108,0.75,0.042
81.194,0.75,0.171,0.179,0.162,0.108,0.749,0.048
81.295,0.75,0.171,0.179,0.162,0.108,0.749,0.065
81.401,0.75,0.171,0.179,0.162,0.107,0.749,0.07
81.505,0.75,0.171,0.179,0.162,0.107,0.749,0.075
81.608,0.75,0.171,0.179,0.162,0.107,0.749,0.08
81.717,0.75,0.171,0.179,0.162,0.107,0.749,0.084
81.82,0.75,0.171,0.179,0.162,0.107,0.749,0.1
81.929,0.75,0.171,0.179,0.162,0.107,0.749,0.099
82.036,0.75,0.171,0.179,0.162,0.107,0.749,0.107
82.144,0.75,0.171,0.179,0.162,0.107,0.748,0.118
82.256,0.75,0.171,0.179,0.162,0.107,0.748,0.118
82.357,0.75,0.171,0.179,0.162,0.107,0.748,0.128
82.46,0.75,0.171,0.179,0.162,0.107,0.748,0.132
82.566,0.75,0.171,0.179,0.162,0.107,0.748,0.136
82.677,0.75,0.171,0.179,0.162,0.107,0.748,0.146
82.804,0.75,0.171,0.179,0.162,0.107,0.748,0.145
82.906,0.75,0.17,0.179,0.162,0.107,0.748,0.148
83.007,0.75,0.171,0.179,0.162,0.107,0.748,0.15
83.117,0.75,0.17,0.179,0.162,0.107,0.748,0.151
83.225,0.75,0.17,0.179,0.162,0.107,0.748,0.155
83.33,0.75,0.171,0.179,0.162,0.107,0.748,0.155
83.436,0.75,0.171,0.179,0.162,0.107,0.748,0.157
83.542,0.75,0.171,0.179,0.162,0.107,0.748,0.158
83.647,0.75,0.171,0.179,0.162,0.107,0.748,0.158
83.749,0.75,0.171,0.179,0.162,0.107,0.748,0.16
83.853,0.75,0.171,0.179,0.162,0.107,0.748,0.16
83.955,0.75,0.171,0.179,0.162,0.107,0.748,0.161
84.065,0.75,0.171,0.179,0.162,0.107,0.748,0.162
84.167,0.75,0.171,0.179,0.162,0.107,0.748,0.163
84.271,0.75,0.171,0.179,0.162,0.107,0.748,0.163
84.376,0.75,0.171,0.179,0.162,0.107,0.749,0.165
84.48,0.75,0.171,0.179,0.162,0.107,0.749,0.165
84.586,0.75,0.171,0.179,0.162,0.107,0.749,0.166
84.696,0.75,0.171,0.179,0.162,0.107,0.749,0.166
84.801,0.75,0.171,0.179,0.162,0.107,0.749,0.167
84.908,0.75,0.171,0.179,0.162,0.107,0.749,0.167
85.013,0.75,0.171,0.179,0.162,0.107,0.749,0.167
85.12,0.75,0.171,0.179,0.162,0.107,0.749,0.168
85.223,0.75,0.171,0.179,0.162,0.107,0.749,0.168
85.328,0.75,0.171,0.179,0.162,0.107,0.749,0.168
85.434,0.75,0.171,0.179,0.162,0.107,0.749,0.168
85.54,0.75,0.171,0.179,0.162,0.108,0.749,0.168
85.642,0.75,0.171,0.179,0.162,0.108,0.749,0.169
85.746,0.75,0.171,0.179,0.162,0.108,0.749,0.169
85.867,0.75,0.171,0.179,0.162,0.108,0.749,0.169
85.985,0.75,0.171,0.179,0.162,0.108,0.75,0.169
86.093,0.75,0.171,0.179,0.162,0.108,0.75,0.169
86.206,0.75,0.171,0.179,0.162,0.108,0.75,0.169
86.314,0.75,0.171,0.179,0.162,0.108,0.75,0.17
86.421,0.75,0.171,0.179,0.162,0.108,0.75,0.17
86.525,0.75,0.171,0.179,0.162,0.108,0.75,0.17
86.631,0.75,0.171,0.179,0.162,0.108,0.75,0.17
86.736,0.75,0.171,0.179,0.162,0.108,0.75,0.17
86.838,0.75,0.171,0.179,0.162,0.108,0.75,0.17
86.942,0.75,0.171,0.179,0.162,0.108,0.75,0.17
87.044,0.75,0.171,0.179,0.162,0.108,0.75,0.17
87.151,0.75,0.171,0.179,0.162,0.108,0.75,0.17
87.255,0.75,0.171,0.18,0.162,0.108,0.75,0.17
87.384,0.75,0.171,0.18,0.162,0.108,0.75,0.17
87.503,0.75,0.171,0.18,0.162,0.108,0.75,0.17
87.606,0.75,0.171,0.18,0.162,0.108,0.75,0.17
87.708,0.75,0.171,0.18,0.162,0.108,0.75,0.17
87.812,0.75,0.171,0.18,0.162,0.108,0.75,0.17
87.918,0.75,0.171,0.18,0.162,0.108,0.75,0.17
88.019,0.75,0.171,0.18,0.162,0.108,0.75,0.17
88.125,0.75,0.171,0.18,0.162,0.108,0.75,0.17
88.237,0.75,0.171,0.18,0.162,0.108,0.75,0.171
88.342,0.75,0.171,0.18,0.162,0.108,0.75,0.171
88.452,0.75,0.171,0.18,0.162,0.108,0.75,0.171
88.556,0.75,0.171,0.18,0.162,0.108,0.75,0.171
88.661,0.75,0.171,0.18,0.162,0.108,0.75,0.171
88.762,0.75,0.171,0.18,0.162,0.108,0.75,0.171
88.866,0.75,0.171,0.18,0.162,0.108,0.75,0.171
88.998,0.75,0.171,0.18,0.162,0.108,0.751,0.171
89.1,0.75,0.171,0.18,0.162,0.108,0.751,0.171
89.201,0.75,0.171,0.18,0.162,0.108,0.751,0.171
