timestamp,p_in_sp,q_in_sp,q_in_up,q_in_dn,q_in_63,p_actual_hv,q_actual_hv
89.312,0.75,0.171,0.18,0.162,0.108,0.751,0.171
89.422,0.75,0.171,0.18,0.162,0.108,0.751,0.171
89.529,0.75,0.171,0.18,0.162,0.108,0.751,0.171
89.635,0.75,0.171,0.18,0.162,0.108,0.751,0.171
89.736,0.75,0.171,0.18,0.162,0.108,0.75,0.171
89.844,0.75,0.171,0.18,0.162,0.108,0.75,0.171
89.948,0.75,0.171,0.18,0.162,0.108,0.75,0.171
90.057,0.75,0.171,0.18,0.162,0.108,0.75,0.171
90.162,0.75,0.171,0.18,0.162,0.108,0.75,0.171
90.267,0.75,0.171,0.18,0.162,0.108,0.75,0.171
90.368,0.75,0.171,0.18,0.162,0.108,0.75,0.171
90.472,0.75,0.171,0.18,0.162,0.108,0.75,0.171
90.577,0.75,0.171,0.18,0.162,0.108,0.75,0.171
90.686,0.75,0.171,0.18,0.162,0.108,0.75,0.171
90.795,0.75,0.171,0.18,0.162,0.108,0.75,0.171
90.904,0.75,0.171,0.18,0.162,0.108,0.75,0.171
91.006,0.75,0.171,0.18,0.162,0.108,0.75,0.171
91.109,0.75,0.171,0.18,0.162,0.108,0.75,0.171
91.218,0.75,0.171,0.18,0.162,0.108,0.75,0.171
91.32,0.75,0.171,0.18,0.162,0.108,0.75,0.171
91.425,0.75,0.171,0.18,0.162,0.108,0.75,0.171
91.526,0.75,0.171,0.18,0.162,0.108,0.75,0.171
91.629,0.75,0.171,0.18,0.162,0.108,0.75,0.171
91.742,0.75,0.171,0.18,0.162,0.108,0.75,0.171
91.843,0.75,0.171,0.18,0.162,0.108,0.75,0.171
91.953,0.75,0.171,0.18,0.162,0.108,0.75,0.171
92.061,0.75,0.171,0.18,0.162,0.108,0.75,0.171
92.165,0.75,0.171,0.18,0.162,0.108,0.75,0.171
92.27,0.75,0.171,0.18,0.162,0.108,0.75,0.171
92.378,0.75,0.171,0.18,0.162,0.108,0.75,0.171
92.48,0.75,0.171,0.18,0.162,0.108,0.75,0.171
92.587,0.75,0.171,0.179,0.162,0.108,0.75,0.171
92.689,0.75,0.171,0.179,0.162,0.108,0.75,0.171
92.798,0.75,0.171,0.179,0.162,0.108,0.75,0.171
92.908,0.75,0.171,0.179,0.162,0.108,0.75,0.171
93.013,0.75,0.171,0.179,0.162,0.108,0.75,0.171
93.117,0.75,0.171,0.179,0.162,0.108,0.75,0.171
93.23,0.75,0.171,0.179,0.162,0.108,0.75,0.171
93.337,0.75,0.171,0.179,0.162,0.108,0.75,0.171
93.443,0.75,0.171,0.179,0.162,0.108,0.75,0.171
93.552,0.75,0.171,0.179,0.162,0.108,0.75,0.171
93.655,0.75,0.171,0.179,0.162,0.108,0.75,0.171
93.774,0.75,0.171,0.179,0.162,0.108,0.75,0.171
93.882,0.75,0.171,0.179,0.162,0.108,0.75,0.171
93.987,0.75,0.171,0.179,0.162,0.108,0.75,0.171
94.1,0.75,0.171,0.179,0.162,0.108,0.75,0.171
94.205,0.75,0.171,0.179,0.162,0.108,0.75,0.171
94.308,0.75,0.171,0.179,0.162,0.108,0.75,0.171
94.418,0.75,0.171,0.179,0.162,0.108,0.75,0.171
94.533,0.75,0.171,0.179,0.162,0.108,0.75,0.171
94.639,0.75,0.171,0.179,0.162,0.108,0.75,0.171
94.749,0.75,0.171,0.179,0.162,0.108,0.75,0.171
94.859,0.75,0.171,0.179,0.162,0.108,0.75,0.171
94.96,0.75,0.171,0.179,0.162,0.108,0.75,0.171
95.07,0.75,0.171,0.179,0.162,0.108,0.75,0.171
95.171,0.75,0.171,0.179,0.162,0.108,0.75,0.171
95.271,0.75,0.171,0.179,0.162,0.108,0.75,0.171
95.373,0.75,0.171,0.179,0.162,0.108,0.75,0.171
95.474,0.75,0.171,0.179,0.162,0.108,0.75,0.171
95.574,0.75,0.171,0.179,0.162,0.108,0.75,0.171
95.676,0.75,0.171,0.179,0.162,0.108,0.75,0.171
95.778,0.75,0.171,0.179,0.162,0.108,0.75,0.171
95.883,0.75,0.171,0.179,0.162,0.108,0.75,0.171
95.985,0.75,0.171,0.179,0.162,0.108,0.75,0.171
96.088,0.75,0.171,0.179,0.162,0.108,0.75,0.171
96.192,0.75,0.171,0.179,0.162,0.108,0.75,0.171
96.296,0.75,0.171,0.179,0.162,0.108,0.75,0.171
96.458,0.75,0.171,0.179,0.162,0.108,0.75,0.171
96.568,0.75,0.171,0.179,0.162,0.108,0.75,0.171
96.677,0.75,0.171,0.179,0.162,0.108,0.75,0.171
96.785,0.75,0.171,0.179,0.162,0.108,0.75,0.171
96.89,0.75,0.171,0.179,0.162,0.108,0.75,0.171
96.995,0.75,0.171,0.179,0.162,0.108,0.75,0.171
97.096,0.75,0.171,0.179,0.162,0.108,0.75,0.171
97.204,0.75,0.171,0.179,0.162,0.108,0.75,0.171
97.306,0.75,0.171,0.179,0.162,0.108,0.75,0.171
97.414,0.75,0.171,0.179,0.162,0.108,0.75,0.171
97.521,0.75,0.171,0.179,0.162,0.108,0.75,0.171
97.634,0.75,0.171,0.179,0.162,0.108,0.75,0.171
97.74,0.75,0.171,0.179,0.162,0.108,0.75,0.171
97.848,0.75,0.171,0.179,0.162,0.108,0.75,0.171
97.952,0.75,0.171,0.179,0.162,0.108,0.75,0.171
98.054,0.75,0.171,0.179,0.162,0.108,0.75,0.171
98.17,0.75,0.171,0.179,0.162,0.108,0.75,0.171
98.275,0.75,0.171,0.179,0.162,0.108,0.75,0.171
98.378,0.75,0.171,0.179,0.162,0.108,0.75,0.171
98.49,0.75,0.171,0.179,0.162,0.108,0.75,0.171
98.592,0.75,0.171,0.179,0.162,0.108,0.75,0.171
98.707,0.75,0.171,0.179,0.162,0.108,0.75,0.171
98.818,0.75,0.171,0.179,0.162,0.108,0.75,0.171
98.924,0.75,0.171,0.179,0.162,0.108,0.75,0.171
99.032,0.75,0.171,0.179,0.162,0.108,0.75,0.171
99.134,0.75,0.171,0.179,0.162,0.108,0.75,0.171
99.236,0.75,0.171,0.179,0.162,0.108,0.75,0.171
99.341,0.75,0.171,0.179,0.162,0.108,0.75,0.171
99.451,0.75,0.171,0.179,0.162,0.108,0.75,0.171
99.555,0.75,0.171,0.179,0.162,0.108,0.75,0.171
99.663,0.75,0.171,0.179,0.162,0.108,0.75,0.171
99.768,0.75,0.171,0.179,0.162,0.108,0.75,0.171
99.881,0.75,0.171,0.179,0.162,0.108,0.75,0.171
99.99,0.75,0.171,0.179,0.162,0.108,0.75,0.171
100.097,0.75,0.247,0.25,0.243,0.219,0.75,0.171
100.201,0.75,0.247,0.25,0.243,0.219,0.75,0.171
100.302,0.75,0.247,0.25,0.243,0.219,0.75,0.171
100.405,0.75,0.247,0.25,0.243,0.219,0.75,0.173
100.511,0.75,0.247,0.25,0.243,0.219,0.75,0.174
100.627,0.75,0.246,0.25,0.243,0.219,0.75,0.175
100.728,0.75,0.246,0.25,0.243,0.219,0.75,0.176
100.835,0.75,0.246,0.25,0.243,0.219,0.75,0.18
100.939,0.75,0.246,0.25,0.243,0.218,0.75,0.186
101.041,0.75,0.246,0.25,0.243,0.218,0.75,0.19
101.143,0.75,0.246,0.25,0.243,0.218,0.75,0.19
101.245,0.75,0.246,0.25,0.243,0.218,0.75,0.193
101.35,0.75,0.246,0.25,0.243,0.218,0.749,0.199
101.451,0.75,0.246,0.25,0.243,0.218,0.749,0.205
101.561,0.75,0.246,0.25,0.243,0.218,0.749,0.206
101.665,0.75,0.246,0.25,0.243,0.218,0.749,0.206
101.771,0.75,0.246,0.25,0.242,0.218,0.749,0.211
101.882,0.75,0.246,0.25,0.242,0.218,0.749,0.216
101.986,0.75,0.246,0.25,0.242,0.218,0.749,0.218
102.087,0.75,0.246,0.25,0.242,0.218,0.749,0.222
102.191,0.75,0.246,0.25,0.242,0.218,0.749,0.222
102.295,0.75,0.246,0.25,0.242,0.218,0.749,0.225
102.403,0.75,0.246,0.25,0.242,0.218,0.749,0.225
102.513,0.75,0.246,0.25,0.242,0.218,0.749,0.228
102.619,0.75,0.246,0.25,0.242,0.218,0.749,0.23
102.736,0.75,0.246,0.25,0.242,0.218,0.749,0.229
102.847,0.75,0.246,0.25,0.242,0.218,0.749,0.236
102.953,0.75,0.246,0.25,0.242,0.218,0.749,0.236
103.06,0.75,0.246,0.25,0.242,0.218,0.749,0.236
103.163,0.75,0.246,0.25,0.242,0.218,0.749,0.238
103.273,0.75,0.246,0.25,0.242,0.218,0.749,0.238
103.377,0.75,0.246,0.25,0.242,0.218,0.749,0.238
103.48,0.75,0.246,0.25,0.242,0.218,0.749,0.24
103.584,0.75,0.246,0.25,0.242,0.218,0.749,0.24
103.696,0.75,0.246,0.25,0.242,0.218,0.749,0.24
103.8,0.75,0.246,0.25,0.242,0.218,0.749,0.241
103.907,0.75,0.246,0.25,0.242,0.218,0.749,0.241
104.013,0.75,0.246,0.25,0.242,0.218,0.749,0.242
104.12,0.75,0.246,0.25,0.242,0.218,0.749,0.242
104.225,0.75,0.246,0.25,0.242,0.218,0.749,0.242
104.341,0.75,0.246,0.25,0.242,0.218,0.749,0.243
104.455,0.75,0.246,0.25,0.242,0.218,0.749,0.243
104.56,0.75,0.246,0.25,0.242,0.218,0.749,0.243
104.665,0.75,0.246,0.25,0.242,0.218,0.749,0.244
104.772,0.75,0.246,0.25,0.242,0.218,0.749,0.244
104.878,0.75,0.246,0.25,0.243,0.218,0.749,0.244
104.986,0.75,0.246,0.25,0.243,0.218,0.749,0.244
105.09,0.75,0.246,0.25,0.243,0.218,0.749,0.244
105.19,0.75,0.246,0.25,0.243,0.218,0.749,0.244
105.295,0.75,0.246,0.25,0.243,0.218,0.749,0.245
105.397,0.75,0.246,0.25,0.243,0.218,0.75,0.245
105.505,0.75,0.246,0.25,0.243,0.218,0.75,0.245
105.608,0.75,0.246,0.25,0.243,0.218,0.75,0.245
105.708,0.75,0.246,0.25,0.243,0.218,0.75,0.245
105.836,0.75,0.246,0.25,0.243,0.218,0.75,0.245
105.952,0.75,0.246,0.25,0.243,0.218,0.75,0.245
106.054,0.75,0.246,0.25,0.243,0.218,0.75,0.245
106.159,0.75,0.246,0.25,0.243,0.218,0.75,0.245
106.265,0.75,0.246,0.25,0.243,0.218,0.75,0.246
106.368,0.75,0.246,0.25,0.243,0.218,0.75,0.245
106.471,0.75,0.246,0.25,0.243,0.219,0.75,0.246
106.58,0.75,0.246,0.25,0.243,0.219,0.75,0.246
106.684,0.75,0.246,0.25,0.243,0.219,0.75,0.246
106.787,0.75,0.246,0.25,0.243,0.219,0.75,0.246
106.892,0.75,0.247,0.25,0.243,0.219,0.75,0.246
106.997,0.75,0.247,0.25,0.243,0.219,0.75,0.246
107.099,0.75,0.247,0.25,0.243,0.219,0.75,0.246
107.202,0.75,0.247,0.25,0.243,0.219,0.75,0.246
107.307,0.75,0.247,0.25,0.243,0.219,0.75,0.246
107.422,0.75,0.247,0.25,0.243,0.219,0.75,0.246
107.527,0.75,0.247,0.25,0.243,0.219,0.75,0.246
107.627,0.75,0.247,0.25,0.243,0.219,0.75,0.246
107.737,0.75,0.247,0.25,0.243,0.219,0.75,0.246
107.843,0.75,0.247,0.25,0.243,0.219,0.75,0.246
107.949,0.75,0.247,0.25,0.243,0.219,0.75,0.246
108.054,0.75,0.247,0.25,0.243,0.219,0.75,0.246
108.164,0.75,0.247,0.25,0.243,0.219,0.75,0.246
108.273,0.75,0.247,0.25,0.243,0.219,0.75,0.246
108.376,0.75,0.247,0.25,0.243,0.219,0.75,0.246
108.479,0.75,0.247,0.25,0.243,0.219,0.75,0.246
108.586,0.75,0.247,0.25,0.243,0.219,0.75,0.246
108.698,0.75,0.247,0.25,0.243,0.219,0.75,0.246
108.802,0.75,0.247,0.25,0.243,0.219,0.75,0.246
108.908,0.75,0.247,0.25,0.243,0.219,0.75,0.246
109.012,0.75,0.247,0.25,0.243,0.219,0.75,0.246
109.118,0.75,0.247,0.25,0.243,0.219,0.75,0.246
109.225,0.75,0.247,0.25,0.243,0.219,0.75,0.246
109.326,0.75,0.247,0.25,0.243,0.219,0.75,0.246
109.429,0.75,0.247,0.25,0.243,0.219,0.75,0.246
109.532,0.75,0.247,0.25,0.243,0.219,0.75,0.246
109.634,0.75,0.247,0.25,0.243,0.219,0.75,0.246
109.737,0.75,0.247,0.25,0.243,0.219,0.75,0.246
109.843,0.75,0.247,0.25,0.243,0.219,0.75,0.247
109.953,0.75,0.247,0.25,0.243,0.219,0.75,0.247
110.059,0.75,0.247,0.25,0.243,0.219,0.75,0.247
110.166,0.75,0.247,0.25,0.243,0.219,0.75,0.247
110.274,0.75,0.247,0.25,0.243,0.219,0.75,0.247
110.377,0.75,0.247,0.25,0.243,0.219,0.75,0.247
110.499,0.75,0.247,0.25,0.243,0.219,0.75,0.247
110.62,0.75,0.247,0.25,0.243,0.219,0.75,0.247
110.723,0.75,0.247,0.25,0.243,0.219,0.75,0.247
110.827,0.75,0.247,0.25,0.243,0.219,0.75,0.247
110.931,0.75,0.247,0.25,0.243,0.219,0.75,0.247
111.033,0.75,0.247,0.25,0.243,0.219,0.75,0.247
111.136,0.75,0.247,0.25,0.243,0.219,0.75,0.247
111.237,0.75,0.247,0.25,0.243,0.219,0.75,0.247
111.337,0.75,0.247,0.25,0.243,0.219,0.75,0.247
111.443,0.75,0.247,0.25,0.243,0.219,0.75,0.247
111.544,0.75,0.247,0.25,0.243,0.219,0.75,0.247
111.648,0.75,0.247,0.25,0.243,0.219,0.75,0.247
111.758,0.75,0.247,0.25,0.243,0.219,0.75,0.247
111.866,0.75,0.247,0.25,0.243,0.219,0.75,0.247
111.968,0.75,0.247,0.25,0.243,0.219,0.75,0.247
112.077,0.75,0.247,0.25,0.243,0.219,0.75,0.247
112.186,0.75,0.247,0.25,0.243,0.219,0.75,0.247
112.296,0.75,0.247,0.25,0.243,0.219,0.75,0.247
112.406,0.75,0.247,0.25,0.243,0.219,0.75,0.247
112.513,0.75,0.247,0.25,0.243,0.219,0.75,0.247
112.619,0.75,0.247,0.25,0.243,0.219,0.75,0.247
112.722,0.75,0.247,0.25,0.243,0.219,0.75,0.247
112.833,0.75,0.247,0.25,0.243,0.219,0.75,0.247
112.94,0.75,0.247,0.25,0.243,0.219,0.75,0.247
113.044,0.75,0.247,0.25,0.243,0.219,0.75,0.247
113.16,0.75,0.247,0.25,0.243,0.219,0.75,0.247
113.264,0.75,0.247,0.25,0.243,0.219,0.75,0.247
113.368,0.75,0.247,0.25,0.243,0.219,0.75,0.247
113.471,0.75,0.247,0.25,0.243,0.219,0.75,0.247
113.573,0.75,0.247,0.25,0.243,0.219,0.75,0.247
113.678,0.75,0.247,0.25,0.243,0.219,0.75,0.247
113.785,0.75,0.247,0.25,0.243,0.219,0.75,0.247
113.897,0.75,0.247,0.25,0.243,0.219,0.75,0.247
114.011,0.75,0.247,0.25,0.243,0.219,0.75,0.247
114.121,0.75,0.247,0.25,0.243,0.219,0.75,0.247
114.236,0.75,0.247,0.25,0.243,0.219,0.75,0.247
114.338,0.75,0.246,0.25,0.243,0.219,0.75,0.247
114.449,0.75,0.246,0.25,0.243,0.219,0.75,0.247
114.556,0.75,0.246,0.25,0.243,0.219,0.75,0.247
114.666,0.75,0.246,0.25,0.243,0.219,0.75,0.247
114.772,0.75,0.246,0.25,0.243,0.219,0.75,0.247
114.874,0.75,0.246,0.25,0.243,0.219,0.75,0.247
114.974,0.75,0.246,0.25,0.243,0.219,0.75,0.247
115.078,0.75,0.246,0.25,0.243,0.219,0.75,0.247
115.181,0.75,0.246,0.25,0.243,0.219,0.75,0.247
115.297,0.75,0.246,0.25,0.243,0.219,0.75,0.247
115.398,0.75,0.246,0.25,0.243,0.219,0.75,0.247
115.5,0.75,0.246,0.25,0.243,0.219,0.75,0.247
115.603,0.75,0.246,0.25,0.243,0.219,0.75,0.247
115.705,0.75,0.246,0.25,0.243,0.219,0.75,0.247
115.813,0.75,0.246,0.25,0.243,0.219,0.75,0.247
115.917,0.75,0.246,0.25,0.243,0.219,0.75,0.247
116.024,0.75,0.246,0.25,0.243,0.219,0.75,0.247
116.131,0.75,0.246,0.25,0.243,0.219,0.75,0.247
116.238,0.75,0.246,0.25,0.243,0.219,0.75,0.247
116.343,0.75,0.246,0.25,0.243,0.219,0.75,0.247
116.45,0.75,0.246,0.25,0.243,0.219,0.75,0.247
116.554,0.75,0.246,0.25,0.243,0.219,0.75,0.247
116.656,0.75,0.246,0.25,0.243,0.219,0.75,0.247
116.765,0.75,0.246,0.25,0.243,0.219,0.75,0.247
116.885,0.75,0.246,0.25,0.243,0.219,0.75,0.247
116.99,0.75,0.246,0.25,0.243,0.219,0.75,0.247
117.095,0.75,0.246,0.25,0.243,0.219,0.75,0.246
117.202,0.75,0.246,0.25,0.243,0.219,0.75,0.246
117.304,0.75,0.246,0.25,0.243,0.219,0.75,0.246
117.405,0.75,0.246,0.25,0.243,0.219,0.75,0.246
117.507,0.75,0.246,0.25,0.243,0.219,0.75,0.246
117.613,0.75,0.246,0.25,0.243,0.219,0.75,0.246
117.721,0.75,0.246,0.25,0.243,0.219,0.75,0.246
117.834,0.75,0.246,0.25,0.243,0.219,0.75,0.246
117.94,0.75,0.246,0.25,0.243,0.219,0.75,0.246
118.048,0.75,0.247,0.25,0.243,0.219,0.75,0.246
118.159,0.75,0.247,0.25,0.243,0.219,0.75,0.246
118.268,0.75,0.247,0.25,0.243,0.219,0.75,0.246
118.375,0.75,0.247,0.25,0.243,0.219,0.75,0.246
118.481,0.75,0.247,0.25,0.243,0.219,0.75,0.246
118.585,0.75,0.247,0.25,0.243,0.219,0.75,0.246
118.69,0.75,0.247,0.25,0.243,0.219,0.75,0.246
118.798,0.75,0.247,0.25,0.243,0.219,0.75,0.246
118.902,0.75,0.247,0.25,0.243,0.219,0.75,0.246
119.005,0.75,0.247,0.25,0.243,0.219,0.75,0.246
119.113,0.75,0.247,0.25,0.243,0.219,0.75,0.246
119.222,0.75,0.247,0.25,0.243,0.219,0.75,0.246
119.329,0.75,0.247,0.25,0.243,0.219,0.75,0.246
119.432,0.75,0.247,0.25,0.243,0.219,0.75,0.246
119.534,0.75,0.247,0.25,0.243,0.219,0.75,0.246
119.643,0.75,0.247,0.25,0.243,0.219,0.75,0.246
119.746,0.75,0.247,0.25,0.243,0.219,0.75,0.246
119.852,0.75,0.247,0.25,0.243,0.219,0.75,0.246
119.958,0.75,0.247,0.25,0.243,0.219,0.75,0.246
120.07,0.75,0.107,0.1,0.114,0.159,0.75,0.246
120.172,0.75,0.107,0.1,0.114,0.159,0.75,0.246
120.278,0.75,0.107,0.1,0.114,0.159,0.75,0.246
120.382,0.75,0.107,0.1,0.114,0.159,0.75,0.246
120.489,0.75,0.107,0.1,0.114,0.159,0.75,0.244
120.591,0.75,0.107,0.1,0.114,0.159,0.75,0.243
120.695,0.75,0.107,0.1,0.114,0.159,0.75,0.236
120.799,0.75,0.107,0.1,0.114,0.159,0.75,0.232
120.911,0.75,0.107,0.1,0.114,0.159,0.75,0.225
121.013,0.75,0.107,0.1,0.114,0.159,0.751,0.217
121.123,0.75,0.107,0.1,0.114,0.159,0.751,0.207
121.231,0.75,0.107,0.1,0.114,0.159,0.751,0.196
121.332,0.75,0.107,0.1,0.114,0.159,0.751,0.196
121.453,0.75,0.107,0.1,0.114,0.159,0.751,0.196
121.56,0.75,0.107,0.1,0.114,0.159,0.751,0.183
121.665,0.75,0.107,0.1,0.114,0.159,0.752,0.175
121.776,0.75,0.107,0.1,0.114,0.159,0.752,0.175
121.877,0.75,0.107,0.1,0.114,0.159,0.752,0.165
121.987,0.75,0.107,0.1,0.114,0.159,0.752,0.161
122.093,0.75,0.107,0.1,0.114,0.159,0.752,0.157
122.203,0.75,0.107,0.1,0.114,0.159,0.752,0.149
122.311,0.75,0.107,0.1,0.114,0.159,0.752,0.149
122.414,0.75,0.107,0.1,0.114,0.159,0.752,0.141
122.517,0.75,0.107,0.1,0.114,0.159,0.752,0.135
122.623,0.75,0.107,0.1,0.114,0.159,0.752,0.133
122.728,0.75,0.107,0.1,0.114,0.159,0.752,0.129
122.833,0.75,0.107,0.1,0.114,0.159,0.752,0.129
122.952,0.75,0.107,0.1,0.114,0.159,0.752,0.127
123.059,0.75,0.107,0.1,0.114,0.159,0.752,0.123
123.163,0.75,0.107,0.1,0.114,0.159,0.752,0.121
123.269,0.75,0.107,0.1,0.114,0.159,0.752,0.119
123.373,0.75,0.107,0.1,0.114,0.159,0.752,0.118
123.475,0.75,0.107,0.1,0.114,0.159,0.752,0.117
123.58,0.75,0.107,0.1,0.114,0.159,0.752,0.116
123.681,0.75,0.107,0.1,0.114,0.159,0.752,0.114
123.787,0.75,0.107,0.1,0.114,0.159,0.752,0.115
123.888,0.75,0.107,0.1,0.114,0.159,0.752,0.114
123.989,0.75,0.107,0.1,0.114,0.159,0.752,0.114
124.092,0.75,0.107,0.1,0.114,0.159,0.752,0.114
124.201,0.75,0.107,0.1,0.114,0.159,0.752,0.113
124.304,0.75,0.107,0.1,0.114,0.159,0.751,0.112
124.41,0.75,0.107,0.1,0.114,0.159,0.751,0.112
124.52,0.75,0.107,0.1,0.114,0.159,0.751,0.112
124.629,0.75,0.107,0.1,0.114,0.159,0.751,0.111
124.737,0.75,0.107,0.1,0.114,0.159,0.751,0.111
124.849,0.75,0.107,0.1,0.114,0.159,0.751,0.111
124.953,0.75,0.107,0.1,0.114,0.159,0.751,0.111
125.065,0.75,0.107,0.1,0.114,0.159,0.751,0.11
125.175,0.75,0.107,0.1,0.114,0.159,0.751,0.11
125.283,0.75,0.107,0.1,0.114,0.159,0.751,0.11
125.384,0.75,0.107,0.1,0.114,0.159,0.751,0.109
125.486,0.75,0.107,0.1,0.114,0.159,0.751,0.109
125.589,0.75,0.107,0.1,0.114,0.159,0.751,0.109
125.691,0.75,0.107,0.1,0.114,0.159,0.751,0.109
125.798,0.75,0.107,0.1,0.114,0.159,0.751,0.109
125.899,0.75,0.107,0.1,0.114,0.159,0.75,0.109
126.03,0.75,0.107,0.1,0.114,0.159,0.75,0.109
126.142,0.75,0.107,0.1,0.114,0.159,0.75,0.108
126.251,0.75,0.107,0.1,0.114,0.159,0.75,0.108
126.36,0.75,0.107,0.1,0.114,0.159,0.75,0.108
126.472,0.75,0.107,0.1,0.114,0.159,0.75,0.108
126.591,0.75,0.107,0.1,0.114,0.159,0.75,0.108
126.698,0.75,0.107,0.1,0.114,0.159,0.75,0.108
126.8,0.75,0.107,0.1,0.114,0.159,0.75,0.108
126.912,0.75,0.107,0.1,0.114,0.159,0.75,0.108
127.026,0.75,0.107,0.1,0.114,0.159,0.75,0.108
127.139,0.75,0.107,0.1,0.114,0.159,0.75,0.108
127.254,0.75,0.107,0.1,0.114,0.159,0.75,0.108
127.361,0.75,0.107,0.1,0.114,0.158,0.75,0.107
127.463,0.75,0.107,0.1,0.114,0.158,0.75,0.107
127.576,0.75,0.107,0.1,0.114,0.158,0.75,0.107
127.683,0.75,0.107,0.1,0.114,0.158,0.75,0.107
127.79,0.75,0.107,0.1,0.114,0.158,0.75,0.107
127.897,0.75,0.107,0.1,0.114,0.158,0.75,0.107
128.0,0.75,0.107,0.1,0.114,0.158,0.75,0.107
128.11,0.75,0.107,0.1,0.114,0.158,0.75,0.107
128.214,0.75,0.107,0.1,0.114,0.158,0.749,0.107
128.315,0.75,0.107,0.1,0.114,0.158,0.749,0.107
128.416,0.75,0.107,0.1,0.114,0.158,0.749,0.107
128.52,0.75,0.107,0.1,0.114,0.158,0.749,0.107
128.626,0.75,0.107,0.1,0.114,0.158,0.749,0.107
128.729,0.75,0.107,0.1,0.114,0.158,0.749,0.107
128.836,0.75,0.107,0.1,0.114,0.158,0.749,0.107
128.94,0.75,0.107,0.1,0.114,0.158,0.749,0.107
129.046,0.75,0.107,0.1,0.114,0.158,0.749,0.107
129.153,0.75,0.107,0.1,0.114,0.158,0.749,0.107
129.265,0.75,0.107,0.1,0.114,0.158,0.749,0.107
129.378,0.75,0.107,0.1,0.114,0.158,0.749,0.107
129.489,0.75,0.107,0.1,0.114,0.158,0.749,0.107
129.597,0.75,0.107,0.1,0.114,0.158,0.749,0.107
129.701,0.75,0.107,0.1,0.114,0.158,0.749,0.107
129.802,0.75,0.107,0.1,0.114,0.158,0.749,0.107
129.909,0.75,0.107,0.1,0.114,0.158,0.749,0.107
130.013,0.75,0.107,0.1,0.114,0.158,0.749,0.107
130.122,0.75,0.107,0.1,0.114,0.158,0.749,0.107
130.232,0.75,0.107,0.1,0.114,0.158,0.749,0.107
130.346,0.75,0.107,0.1,0.114,0.158,0.75,0.107
130.456,0.75,0.107,0.1,0.114,0.158,0.75,0.107
130.566,0.75,0.107,0.1,0.114,0.158,0.75,0.107
130.673,0.75,0.107,0.1,0.114,0.158,0.75,0.107
130.779,0.75,0.107,0.1,0.114,0.158,0.75,0.107
130.88,0.75,0.107,0.1,0.114,0.158,0.75,0.107
131.006,0.75,0.107,0.1,0.114,0.158,0.75,0.107
131.109,0.75,0.107,0.1,0.114,0.158,0.75,0.107
131.212,0.75,0.107,0.1,0.114,0.158,0.75,0.107
131.318,0.75,0.107,0.1,0.114,0.158,0.75,0.107
131.424,0.75,0.107,0.1,0.114,0.158,0.75,0.107
131.529,0.75,0.107,0.1,0.114,0.158,0.75,0.107
131.636,0.75,0.107,0.1,0.114,0.158,0.75,0.107
131.741,0.75,0.107,0.1,0.114,0.158,0.75,0.107
131.843,0.75,0.107,0.1,0.114,0.159,0.75,0.107
131.948,0.75,0.107,0.1,0.114,0.159,0.75,0.107
132.061,0.75,0.107,0.1,0.114,0.159,0.75,0.107
132.164,0.75,0.107,0.1,0.114,0.159,0.75,0.107
132.267,0.75,0.107,0.1,0.114,0.159,0.75,0.107
132.371,0.75,0.107,0.1,0.114,0.159,0.75,0.107
132.478,0.75,0.107,0.1,0.114,0.159,0.75,0.107
132.583,0.75,0.107,0.1,0.114,0.159,0.75,0.107
132.689,0.75,0.107,0.1,0.114,0.159,0.75,0.107
132.794,0.75,0.107,0.1,0.114,0.159,0.75,0.107
132.901,0.75,0.107,0.1,0.114,0.159,0.75,0.107
133.013,0.75,0.107,0.1,0.114,0.159,0.75,0.107
133.122,0.75,0.107,0.1,0.114,0.159,0.75,0.107
133.237,0.75,0.107,0.1,0.114,0.159,0.75,0.107
133.345,0.75,0.107,0.1,0.114,0.159,0.75,0.107
133.451,0.75,0.107,0.1,0.114,0.159,0.75,0.107
133.561,0.75,0.107,0.1,0.114,0.159,0.75,0.107
133.671,0.75,0.107,0.1,0.114,0.159,0.75,0.107
133.774,0.75,0.107,0.1,0.114,0.159,0.75,0.107
133.879,0.75,0.107,0.1,0.114,0.159,0.75,0.107
133.987,0.75,0.107,0.1,0.114,0.159,0.75,0.107
134.103,0.75,0.107,0.1,0.114,0.159,0.75,0.107
134.209,0.75,0.107,0.1,0.114,0.159,0.75,0.107
134.315,0.75,0.107,0.1,0.114,0.159,0.75,0.107
134.421,0.75,0.107,0.1,0.114,0.159,0.75,0.107
134.529,0.75,0.107,0.1,0.114,0.159,0.75,0.107
134.631,0.75,0.107,0.1,0.114,0.159,0.75,0.107
134.736,0.75,0.107,0.1,0.114,0.159,0.75,0.107
134.836,0.75,0.107,0.1,0.114,0.159,0.75,0.107
134.939,0.75,0.107,0.1,0.114,0.159,0.75,0.107
135.056,0.75,0.107,0.1,0.114,0.159,0.75,0.107
135.162,0.75,0.107,0.1,0.114,0.159,0.75,0.107
135.266,0.75,0.107,0.1,0.114,0.159,0.75,0.107
135.367,0.75,0.107,0.1,0.114,0.159,0.75,0.107
135.468,0.75,0.107,0.1,0.114,0.159,0.75,0.107
135.572,0.75,0.107,0.1,0.114,0.159,0.75,0.107
