timestamp,p_in_sp,q_in_sp,q_in_up,q_in_dn,q_in_63,q_in_90,p_actual_hv,q_actual_hv
46.779,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.241
46.884,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.241
46.989,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.242
47.09,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.242
47.195,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.242
47.299,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.242
47.399,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.242
47.505,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.242
47.611,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.242
47.717,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.242
47.836,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.242
47.95,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.242
48.051,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.242
48.156,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.242
48.259,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.242
48.36,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.242
48.464,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.242
48.569,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.242
48.678,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.242
48.783,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.242
48.888,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.242
48.996,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.242
49.103,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.242
49.205,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.242
49.308,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.242
49.409,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.242
49.531,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
49.641,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
49.746,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
49.848,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
49.955,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
50.059,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
50.169,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
50.274,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
50.381,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
50.489,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
50.6,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
50.708,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
50.812,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
50.925,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
51.034,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
51.147,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
51.249,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
51.351,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
51.455,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
51.56,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
51.661,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
51.762,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
51.865,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
51.973,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
52.073,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
52.175,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
52.279,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
52.383,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
52.515,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
52.637,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
52.745,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.243
52.865,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
52.974,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
53.081,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
53.184,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
53.29,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
53.392,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
53.495,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
53.595,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
53.697,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
53.8,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
53.904,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
54.005,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
54.111,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
54.215,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
54.316,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
54.419,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
54.523,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
54.634,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
54.739,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
54.85,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
54.956,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
55.059,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
55.173,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
55.279,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
55.385,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
55.492,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
55.624,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
55.746,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
55.848,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
55.951,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
56.054,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
56.155,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
56.258,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
56.36,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
56.466,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
56.566,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
56.67,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
56.773,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
56.882,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
56.988,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
57.089,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
57.22,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
57.33,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
57.444,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
57.55,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.244
57.653,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.245
57.761,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.245
57.863,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.245
57.97,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.245
58.074,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.245
58.181,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.245
58.283,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.245
58.386,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.245
58.494,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.245
58.596,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.245
58.699,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.245
58.8,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.245
58.903,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.245
59.006,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.245
59.112,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.245
59.214,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.245
59.325,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.245
59.43,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.245
59.538,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.245
59.641,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.245
59.748,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.245
59.852,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.245
59.953,0.75,-0.247,-0.259,-0.234,-0.153,-0.222,0.75,-0.245
